id_alma,nombre,pecado_capital,nivel_corrupcion,fecha_condena,dimension_origen,estado
9096,Mark Reeves,Soberbia,26,1907-09-13,Inframundo,activa
9097,Erica Simmons,Envidia,97,1877-10-23,Pandemonium,redimida
9098,Timothy Reid,Envidia,36,2003-12-28,Tierra,activa
9099,Terry Howell,Ira,31,1881-10-02,Inframundo,en proceso de tortura
9100,Douglas James,Lujuria,18,1959-08-09,Sector 7G,redimida
9101,Tonya Reyes,Avaricia,58,1842-06-26,Tierra,activa
9102,Mandy Turner DVM,Gula,45,2023-02-28,Abismo,en proceso de tortura
9103,Derrick Smith,Ira,22,1922-05-25,Tierra,activa
9104,Kyle Palmer,Soberbia,85,1903-04-07,Abismo,en proceso de tortura
9105,Deborah Hughes,Envidia,84,1936-04-29,Abismo,activa
9106,Tamara Bell,Ira,48,1887-01-26,Inframundo,activa
9107,Cory Campbell,Soberbia,20,1967-03-07,Abismo,en proceso de tortura
9108,Megan Perez,Pereza,19,1829-01-29,Inframundo,en proceso de tortura
9109,Jeremy Rose,Envidia,14,1894-01-05,Limbo,en proceso de tortura
9110,Michael Cameron,Envidia,24,1898-12-09,Tierra,activa
9111,Tonya Allen,Pereza,18,1975-04-12,Abismo,redimida
9112,Autumn Obrien,Gula,9,1975-04-17,Inframundo,redimida
9113,Alicia Schwartz,Soberbia,60,1916-04-30,Limbo,redimida
9114,Amy Rivera,Ira,66,1832-10-23,Inframundo,activa
9115,Ashlee Ross,Envidia,59,1913-11-24,Pandemonium,activa
9116,Jennifer Stanley,Avaricia,20,1911-07-15,Pandemonium,activa
9117,Richard Barnes,Gula,47,1858-02-12,Abismo,activa
9118,Paul Dillon,Pereza,97,1984-01-11,Tierra,en proceso de tortura
9119,Austin Wells,Envidia,34,1990-08-19,Sector 7G,en proceso de tortura
9120,Kaitlin Johnson MD,Avaricia,5,1988-03-17,Inframundo,redimida
9121,Amanda Anderson,Soberbia,37,1861-01-02,Pandemonium,en proceso de tortura
9122,Shannon Carroll,Pereza,74,1890-11-09,Inframundo,en proceso de tortura
9123,Steven Wilson,Envidia,91,1945-08-17,Pandemonium,activa
9124,James Brooks,Pereza,44,1884-01-01,Sector 7G,redimida
9125,Sandra Tran,Envidia,72,1850-10-06,Tierra,activa
9126,Michelle Alexander,Envidia,64,1854-08-14,Tierra,redimida
9127,Whitney Murray,Soberbia,95,1983-04-14,Limbo,redimida
9128,Robert Hood,Lujuria,36,1981-02-24,Sector 7G,redimida
9129,Adam Clarke,Avaricia,57,1866-04-19,Abismo,en proceso de tortura
9130,Doris Wilson,Lujuria,55,1966-01-28,Pandemonium,redimida
9131,Eileen Barnett,Envidia,51,1904-03-18,Tierra,activa
9132,Paul Kent,Soberbia,39,1845-03-02,Tierra,redimida
9133,Jennifer Aguilar,Lujuria,15,1949-06-30,Inframundo,activa
9134,Paul Glenn,Envidia,56,1875-12-24,Sector 7G,redimida
9135,Carlos Moore,Pereza,36,1903-02-08,Pandemonium,activa
9136,Zachary Rice,Avaricia,54,1988-11-01,Limbo,activa
9137,Elijah Vaughn,Pereza,1,1911-12-30,Tierra,redimida
9138,Bryan Foster,Gula,53,1987-04-01,Inframundo,redimida
9139,Matthew Hartman,Pereza,76,1895-04-30,Abismo,en proceso de tortura
9140,Gary Casey,Avaricia,86,1851-12-15,Tierra,activa
9141,Hannah Diaz,Pereza,12,1882-10-17,Tierra,en proceso de tortura
9142,Eric Watson,Lujuria,96,1862-10-13,Sector 7G,redimida
9143,Briana Bennett,Envidia,100,1867-01-04,Abismo,activa
9144,Emma Gutierrez,Avaricia,83,1951-05-02,Inframundo,activa
9145,Kelsey Rios,Soberbia,40,1857-08-28,Tierra,en proceso de tortura
9146,Laurie Fischer,Soberbia,48,2015-10-05,Tierra,activa
9147,Susan Vargas,Lujuria,47,2025-10-04,Limbo,en proceso de tortura
9148,Christopher Smith,Ira,84,1990-09-06,Pandemonium,activa
9149,Kenneth Marquez,Lujuria,50,1871-10-04,Limbo,en proceso de tortura
9150,Kendra Fox,Envidia,80,1888-03-27,Sector 7G,redimida
9151,Jamie Lloyd,Ira,20,1913-01-09,Limbo,redimida
9152,Matthew Matthews,Avaricia,9,2002-02-25,Inframundo,redimida
9153,James Crane,Pereza,65,1870-10-02,Abismo,redimida
9154,Tonya Odom,Pereza,7,1874-02-08,Sector 7G,activa
9155,Marisa Fuentes,Lujuria,81,1942-08-11,Tierra,activa
9156,Emily Smith,Envidia,50,1906-01-11,Sector 7G,redimida
9157,Kevin Jensen,Soberbia,63,1973-06-10,Sector 7G,redimida
9158,Jason Bullock,Lujuria,19,1886-04-28,Pandemonium,activa
9159,Brian Gilbert,Soberbia,42,1867-05-17,Limbo,en proceso de tortura
9160,Michael Butler,Pereza,69,1941-12-04,Inframundo,en proceso de tortura
9161,Raymond Padilla,Lujuria,57,1865-03-08,Tierra,en proceso de tortura
9162,Willie Meza,Soberbia,42,1993-08-12,Limbo,en proceso de tortura
9163,Terry Olson,Soberbia,18,1927-04-28,Inframundo,redimida
9164,Chase Beltran,Envidia,73,1885-06-28,Pandemonium,activa
9165,Lindsey Spence,Lujuria,89,1955-04-16,Inframundo,en proceso de tortura
9166,Carl Solis,Avaricia,62,1826-04-02,Abismo,en proceso de tortura
9167,Charles Walker,Soberbia,23,1964-02-20,Abismo,activa
9168,Brandon Richardson,Soberbia,18,1983-11-24,Limbo,en proceso de tortura
9169,Patricia Kelly,Soberbia,44,1974-01-21,Tierra,en proceso de tortura
9170,Casey Chapman,Lujuria,32,2019-02-25,Limbo,redimida
9171,Linda Hunt,Pereza,66,2014-08-26,Abismo,en proceso de tortura
9172,Kevin Jensen,Avaricia,13,1844-11-22,Limbo,redimida
9173,Sandra Williams,Gula,44,1999-11-21,Abismo,redimida
9174,Matthew Bishop,Ira,8,2024-08-13,Pandemonium,activa
9175,Michael Harrington,Lujuria,32,1835-08-18,Abismo,redimida
9176,Christopher Oliver,Gula,20,2002-07-02,Sector 7G,redimida
9177,Johnathan Thomas,Ira,43,1944-08-30,Pandemonium,activa
9178,Jerry Brown,Gula,38,1903-02-07,Abismo,en proceso de tortura
9179,Thomas Kirk,Ira,64,1962-09-19,Inframundo,redimida
9180,Erin Zhang,Soberbia,50,1874-12-03,Tierra,activa
9181,Gloria Wilson,Pereza,60,1867-10-11,Abismo,activa
9182,Amanda Thompson,Ira,40,2025-07-25,Tierra,activa
9183,Kathryn Allen,Pereza,69,1978-06-12,Limbo,en proceso de tortura
9184,Linda Ochoa,Ira,14,1974-12-06,Tierra,redimida
9185,Dawn Mckay,Lujuria,19,1925-07-07,Inframundo,redimida
9186,Scott Wells,Lujuria,13,1835-10-23,Inframundo,activa
9187,Carrie Clark,Soberbia,76,1831-09-20,Abismo,redimida
9188,Ruth Thomas,Pereza,42,2005-11-01,Inframundo,en proceso de tortura
9189,Jeffrey Townsend MD,Soberbia,67,1897-04-03,Limbo,en proceso de tortura
9190,Darren Parsons,Ira,56,1925-09-11,Inframundo,redimida
9191,Whitney Scott,Soberbia,23,1839-02-21,Pandemonium,redimida
9192,Angela Ford,Pereza,30,2018-04-15,Pandemonium,en proceso de tortura
9193,Steven Pugh,Avaricia,77,1924-08-21,Inframundo,en proceso de tortura
9194,Jennifer Stevens,Pereza,50,1933-04-29,Tierra,activa
9195,Harry Thornton,Envidia,17,1968-01-19,Limbo,activa
9196,Melissa Lopez,Envidia,95,1967-04-21,Abismo,activa
9197,Sabrina Liu,Lujuria,98,2018-03-24,Pandemonium,activa
9198,Brandi Mack,Envidia,59,2003-12-28,Sector 7G,en proceso de tortura
9199,Daniel Horton,Ira,1,1851-08-05,Limbo,en proceso de tortura
9200,Angela Brown,Gula,26,1976-05-01,Abismo,en proceso de tortura
9201,Robert Lowery MD,Pereza,65,1961-02-27,Tierra,en proceso de tortura
9202,Maria Davis,Gula,92,2004-01-25,Sector 7G,en proceso de tortura
9203,Charles Wright,Envidia,93,1918-07-04,Limbo,activa
9204,Judith Diaz,Pereza,18,2005-12-22,Sector 7G,en proceso de tortura
9205,Jonathan Wallace,Avaricia,36,1858-07-22,Inframundo,redimida
9206,Carolyn Garcia,Ira,57,1910-08-26,Sector 7G,en proceso de tortura
9207,Brett Burgess Jr.,Avaricia,77,1865-07-12,Limbo,en proceso de tortura
9208,Crystal Bowers,Ira,67,1909-11-29,Inframundo,activa
9209,Gregory Ortega,Envidia,94,2003-12-28,Sector 7G,activa
9210,Alexis Mckinney,Envidia,45,1942-08-22,Limbo,redimida
9211,Allison Lewis,Lujuria,2,2016-08-09,Abismo,en proceso de tortura
9212,Edward Olson,Pereza,82,1900-10-21,Inframundo,redimida
9213,Lindsey Mckee,Ira,61,1932-05-23,Tierra,redimida
9214,James Barker,Ira,87,1831-10-30,Sector 7G,en proceso de tortura
9215,Michael Mitchell,Avaricia,48,1974-07-31,Inframundo,activa
9216,Donna Walter,Ira,0,2009-12-04,Tierra,activa
9217,Spencer Reyes,Pereza,54,1961-02-28,Tierra,redimida
9218,Jerry Rivas,Avaricia,95,1861-01-03,Limbo,en proceso de tortura
9219,Bradley Lee,Soberbia,97,1923-03-31,Inframundo,activa
9220,Kelly Choi,Gula,25,2004-03-01,Limbo,en proceso de tortura
9221,Christopher Velasquez,Gula,24,1998-08-06,Limbo,redimida
9222,Brandon Wilson,Gula,56,1926-05-14,Pandemonium,redimida
9223,Natalie Martinez,Ira,79,1847-09-18,Sector 7G,en proceso de tortura
9224,Melissa Hunter,Lujuria,86,1952-07-14,Sector 7G,en proceso de tortura
9225,Donna Gray,Soberbia,45,1879-05-04,Inframundo,activa
9226,Andrew Taylor,Gula,53,1957-04-10,Abismo,activa
9227,William White,Avaricia,45,1851-04-24,Tierra,redimida
9228,Matthew Wilson,Gula,91,1930-09-09,Inframundo,activa
9229,Stacie Pierce,Gula,8,1892-09-15,Abismo,activa
9230,Laurie Barnes,Lujuria,46,2010-04-02,Pandemonium,activa
9231,Megan Galvan,Ira,82,1939-09-14,Pandemonium,redimida
9232,Cindy Williams,Ira,80,1902-01-30,Tierra,redimida
9233,James Diaz,Soberbia,76,2023-02-28,Sector 7G,redimida
9234,Chelsey Peterson,Soberbia,73,1891-04-09,Tierra,redimida
9235,Ian Miller,Lujuria,91,1925-04-11,Inframundo,en proceso de tortura
9236,Eric Cooper,Envidia,61,1893-03-26,Abismo,redimida
9237,Karen Ryan,Lujuria,90,2018-10-04,Sector 7G,activa
9238,Paul Diaz,Ira,14,1889-09-16,Tierra,en proceso de tortura
9239,Juan Stafford,Ira,36,1919-02-26,Abismo,activa
9240,Reginald Jimenez,Ira,41,1946-03-13,Inframundo,activa
9241,Jose Martin,Pereza,36,1995-11-30,Sector 7G,redimida
9242,John Wade,Pereza,50,1951-11-08,Limbo,en proceso de tortura
9243,Mr. Michael Dixon,Ira,46,1895-06-19,Sector 7G,activa
9244,Colin Sims,Gula,32,1983-02-16,Pandemonium,activa
9245,David Jones,Ira,22,1841-07-27,Inframundo,en proceso de tortura
9246,Lisa Hawkins,Ira,55,1881-09-04,Inframundo,activa
9247,Megan Perez,Gula,76,1856-02-04,Inframundo,en proceso de tortura
9248,Bryan Nguyen,Avaricia,43,1970-07-14,Tierra,activa
9249,Joseph Frye,Gula,9,2002-06-10,Abismo,activa
9250,Derek Harris,Lujuria,18,1959-05-11,Tierra,redimida
9251,Meghan Carney,Envidia,90,1845-03-11,Abismo,redimida
9252,Nancy Cobb,Envidia,8,1904-09-21,Limbo,activa
9253,Valerie Moss,Avaricia,100,1986-12-29,Inframundo,activa
9254,Sandra Gonzalez,Ira,63,2018-11-11,Limbo,en proceso de tortura
9255,John Nelson,Envidia,50,1922-04-01,Pandemonium,en proceso de tortura
9256,Mckenzie Hall,Ira,99,1844-09-18,Limbo,en proceso de tortura
9257,Mr. Christopher Morrison,Avaricia,44,1891-02-19,Pandemonium,activa
9258,Courtney Madden,Ira,47,1912-12-06,Sector 7G,redimida
9259,Joshua Santana,Gula,6,2002-11-30,Pandemonium,activa
9260,John Sanchez,Envidia,99,1881-09-05,Abismo,en proceso de tortura
9261,Michelle Goodman,Pereza,69,2001-03-26,Limbo,redimida
9262,Kevin Hatfield,Ira,14,1951-10-15,Abismo,en proceso de tortura
9263,Deanna Cunningham,Envidia,41,2020-03-25,Tierra,activa
9264,Courtney Wolf,Ira,47,2003-12-28,Abismo,redimida
9265,Samantha Decker,Pereza,0,1985-03-03,Sector 7G,activa
9266,George Sanchez,Soberbia,34,1921-02-13,Sector 7G,en proceso de tortura
9267,Allison Gomez,Pereza,50,1919-07-28,Pandemonium,activa
9268,Craig Schaefer,Soberbia,40,1899-09-17,Inframundo,en proceso de tortura
9269,Frank Simon,Ira,14,1967-03-06,Pandemonium,en proceso de tortura
9270,Rebecca Torres,Gula,50,1954-01-26,Pandemonium,activa
9271,Michael Hendricks,Pereza,45,1954-07-29,Abismo,en proceso de tortura
9272,Joshua Butler,Gula,45,2023-06-27,Inframundo,en proceso de tortura
9273,William Bryant,Pereza,94,1956-07-27,Sector 7G,activa
9274,Ashlee Kline,Soberbia,3,2012-01-22,Inframundo,activa
9275,Susan Mccarthy,Ira,61,1990-11-26,Inframundo,redimida
9276,Jennifer Cooper,Ira,26,1922-11-07,Sector 7G,activa
9277,Danny Martinez,Envidia,35,1908-05-25,Abismo,en proceso de tortura
9278,Justin Hanson,Ira,35,1958-03-06,Abismo,redimida
9279,Erica Hamilton,Pereza,0,1840-06-10,Pandemonium,en proceso de tortura
9280,Gina Huffman,Envidia,98,2015-04-22,Inframundo,activa
9281,Angela Castaneda,Envidia,95,1951-05-27,Inframundo,redimida
9282,Elizabeth Jones,Lujuria,45,1889-07-03,Sector 7G,redimida
9283,Timothy Gutierrez,Envidia,64,1954-04-30,Limbo,redimida
9284,William Cruz,Ira,59,1939-01-11,Abismo,en proceso de tortura
9285,Abigail Watts MD,Avaricia,50,1941-07-13,Sector 7G,activa
9286,Paula Murphy,Pereza,94,1869-06-28,Tierra,activa
9287,Allison Bartlett,Soberbia,10,1883-01-22,Sector 7G,activa
9288,Nicole Tucker,Gula,46,1877-04-17,Sector 7G,en proceso de tortura
9289,Christine Dickson,Envidia,3,1986-12-08,Sector 7G,activa
9290,Lauren Andersen,Avaricia,42,1830-11-16,Pandemonium,en proceso de tortura
9291,Olivia Brown,Pereza,7,1905-05-28,Tierra,en proceso de tortura
9292,Austin Mcneil,Envidia,56,2007-04-27,Inframundo,redimida
9293,Denise Mcconnell,Ira,84,1838-05-26,Tierra,en proceso de tortura
9294,Jennifer Mcbride,Ira,94,1865-06-26,Tierra,redimida
9295,Gregory Willis,Envidia,93,1838-05-02,Pandemonium,activa
9296,Nicole Shepherd,Gula,98,1989-11-20,Sector 7G,activa
9297,Devin Anderson,Pereza,21,1878-04-23,Tierra,en proceso de tortura
9298,Richard Rivera,Envidia,84,1870-05-18,Sector 7G,redimida
9299,Michaela Miller,Avaricia,77,1996-10-27,Sector 7G,activa
9300,Douglas Miller MD,Lujuria,77,1919-09-01,Abismo,en proceso de tortura
9301,Tracy Ellis,Soberbia,73,2021-11-20,Sector 7G,en proceso de tortura
9302,Debra Brown,Gula,89,1983-11-29,Tierra,en proceso de tortura
9303,Marilyn Lucas,Lujuria,56,2004-06-18,Tierra,redimida
9304,Jonathan Thomas,Lujuria,59,2017-07-06,Limbo,en proceso de tortura
9305,Whitney Morris,Gula,9,1997-04-13,Inframundo,activa
9306,Mario Peck,Soberbia,58,1936-01-23,Abismo,redimida
9307,Mikayla Hunt,Soberbia,48,1861-11-01,Inframundo,en proceso de tortura
9308,Brandon Sandoval,Ira,41,1913-02-07,Inframundo,en proceso de tortura
9309,Kevin Torres,Ira,57,1863-12-10,Sector 7G,en proceso de tortura
9310,Matthew Macdonald,Lujuria,57,1945-09-03,Inframundo,redimida
9311,Suzanne Castillo,Gula,38,1943-04-14,Abismo,redimida
9312,Danielle Jones,Pereza,100,1902-08-16,Tierra,redimida
9313,Logan Fields,Gula,35,2008-12-09,Sector 7G,activa
9314,Tammy Bailey,Ira,14,1954-05-02,Pandemonium,redimida
9315,Jennifer Ruiz,Lujuria,18,1973-02-12,Pandemonium,redimida
9316,Katie Cooper,Lujuria,9,1828-04-18,Abismo,activa
9317,Caitlyn Watkins,Pereza,4,2024-03-28,Inframundo,redimida
9318,John May,Envidia,34,1865-07-05,Limbo,activa
9319,Robert Beck,Soberbia,26,1832-04-01,Limbo,activa
9320,Jessica Bradford,Pereza,73,1985-02-13,Tierra,activa
9321,Michael Gregory,Envidia,41,1973-08-04,Inframundo,activa
9322,Deborah Patel,Avaricia,40,1950-11-02,Limbo,redimida
9323,Mallory Jones,Pereza,7,1952-12-27,Inframundo,en proceso de tortura
9324,Barbara Duffy,Soberbia,47,1858-10-14,Tierra,en proceso de tortura
9325,Rachel Ballard,Lujuria,63,1870-10-20,Pandemonium,en proceso de tortura
9326,Jorge Hickman,Soberbia,64,1853-08-12,Sector 7G,activa
9327,John Perez,Envidia,97,2005-12-26,Limbo,activa
9328,Steven Anderson,Pereza,20,1880-04-15,Limbo,redimida
9329,Michael Kennedy,Pereza,65,1895-03-01,Pandemonium,activa
9330,Anne Hood MD,Soberbia,45,1858-12-07,Inframundo,activa
9331,Samuel Jones,Soberbia,54,1829-01-26,Pandemonium,redimida
9332,Samuel Richardson,Pereza,55,2004-10-07,Inframundo,en proceso de tortura
9333,Devin Sanchez,Ira,35,2024-06-19,Tierra,activa
9334,Brandon Gutierrez,Gula,52,1922-02-10,Limbo,en proceso de tortura
9335,Jessica Norton,Pereza,73,1885-07-19,Sector 7G,activa
9336,Stacey Zavala,Lujuria,50,1841-12-05,Pandemonium,redimida
9337,Erica Morgan,Envidia,29,1826-06-20,Sector 7G,en proceso de tortura
9338,Dr. Troy Frazier,Gula,48,1851-12-17,Sector 7G,redimida
9339,Katherine Adams,Avaricia,50,1869-12-29,Sector 7G,activa
9340,David Henderson,Envidia,71,1893-07-06,Sector 7G,en proceso de tortura
9341,Melanie Rivas,Pereza,84,1868-10-10,Pandemonium,activa
9342,Sabrina Moore,Ira,43,1964-09-15,Abismo,activa
9343,Donna Little,Pereza,46,1958-09-28,Tierra,activa
9344,Amber Pena,Avaricia,95,1876-12-29,Inframundo,en proceso de tortura
9345,Matthew Reese,Envidia,100,1863-12-14,Pandemonium,redimida
9346,Adrienne Fitzgerald,Avaricia,1,1842-03-24,Abismo,redimida
9347,William Barrett,Ira,66,1991-07-17,Tierra,activa
9348,Heather Vasquez,Soberbia,98,1953-09-21,Pandemonium,redimida
9349,Holly Walker,Envidia,44,1864-06-15,Abismo,activa
9350,Jason Becker,Lujuria,3,2022-06-22,Abismo,activa
9351,Jeffrey Gutierrez,Pereza,43,1856-08-17,Limbo,activa
9352,Albert Hunter,Avaricia,38,1967-08-09,Pandemonium,activa
9353,Samantha Jackson,Lujuria,47,1894-05-10,Abismo,redimida
9354,Michael Murphy,Soberbia,20,1965-02-16,Inframundo,activa
9355,David Johnson,Gula,8,1931-02-17,Limbo,activa
9356,Tara Payne,Soberbia,57,1876-06-10,Sector 7G,en proceso de tortura
9357,Andrea Jensen,Gula,6,2015-06-08,Sector 7G,activa
9358,Margaret Newman,Envidia,88,1878-01-11,Inframundo,activa
9359,David Valencia,Soberbia,88,2012-07-02,Sector 7G,activa
9360,Randy Fuller,Lujuria,33,1827-07-02,Sector 7G,en proceso de tortura
9361,Amanda Evans,Pereza,94,1945-08-12,Abismo,en proceso de tortura
9362,Lauren Stone,Pereza,57,1833-03-10,Pandemonium,redimida
9363,Kelly Haynes,Lujuria,42,1925-11-05,Pandemonium,en proceso de tortura
9364,Gregory Torres,Envidia,93,1943-07-16,Tierra,redimida
9365,Jeffrey Richardson,Envidia,89,1954-06-18,Abismo,activa
9366,Kimberly Pugh,Ira,49,1917-12-03,Pandemonium,redimida
9367,Laura Stone,Pereza,79,1879-02-08,Pandemonium,en proceso de tortura
9368,Jimmy Daniels,Ira,29,1965-06-04,Abismo,redimida
9369,Robert Davis DVM,Soberbia,71,2022-02-25,Inframundo,en proceso de tortura
9370,Tammy Underwood,Ira,76,1902-03-05,Abismo,redimida
9371,James Hunt,Lujuria,92,2011-09-14,Inframundo,en proceso de tortura
9372,Mason Ferguson,Ira,71,2015-12-22,Pandemonium,activa
9373,Alexander Castro,Avaricia,100,1903-01-03,Sector 7G,activa
9374,Kelly Caldwell,Envidia,44,1947-12-07,Inframundo,activa
9375,Marissa Monroe,Pereza,1,2001-08-01,Sector 7G,activa
9376,Jennifer Henry,Envidia,90,2000-03-23,Pandemonium,redimida
9377,Mary Leon,Ira,94,1871-07-05,Pandemonium,redimida
9378,Beth Vargas,Lujuria,54,1921-09-02,Limbo,activa
9379,Joy Clay,Pereza,34,1869-07-14,Tierra,en proceso de tortura
9380,Ronald Mueller,Envidia,22,1948-07-11,Pandemonium,en proceso de tortura
9381,James Hernandez,Envidia,41,1881-03-15,Pandemonium,redimida
9382,Lori Reynolds,Soberbia,78,1906-06-10,Abismo,redimida
9383,Joseph Morrison,Soberbia,65,1896-01-12,Sector 7G,redimida
9384,Michelle Garcia,Ira,59,1885-12-24,Limbo,activa
9385,Joann Christensen,Pereza,15,1852-09-06,Tierra,activa
9386,Steven Parker,Pereza,87,1953-02-23,Sector 7G,redimida
9387,Keith Adams,Lujuria,72,1890-11-05,Abismo,activa
9388,Jennifer Castro,Pereza,37,2010-04-18,Inframundo,redimida
9389,Mr. Robert Olsen,Soberbia,48,1868-12-15,Limbo,en proceso de tortura
9390,Timothy White,Pereza,28,1922-10-11,Limbo,activa
9391,Wayne Richardson,Envidia,75,1904-03-20,Pandemonium,redimida
9392,Susan Spears,Envidia,6,2013-08-29,Inframundo,en proceso de tortura
9393,Thomas Ferguson,Ira,94,2009-09-02,Pandemonium,en proceso de tortura
9394,Anthony Robinson,Gula,37,1879-01-20,Limbo,en proceso de tortura
9395,Rebecca Sanders,Ira,15,1849-09-24,Abismo,en proceso de tortura
9396,Matthew Matthews,Envidia,79,1954-09-30,Pandemonium,en proceso de tortura
9397,Timothy Williams,Avaricia,47,1892-04-10,Limbo,en proceso de tortura
9398,Nancy Carr,Avaricia,65,1927-02-22,Inframundo,activa
9399,Anita Terry,Avaricia,40,1918-09-08,Inframundo,en proceso de tortura
9400,Ms. Jodi Coffey MD,Ira,71,1926-04-08,Inframundo,en proceso de tortura
9401,Dustin Snow,Envidia,23,1880-02-27,Pandemonium,en proceso de tortura
9402,Gina Tran,Soberbia,50,1988-07-19,Tierra,redimida
9403,Louis Reed,Soberbia,3,1992-11-15,Inframundo,redimida
9404,David Mccarthy,Pereza,37,1850-09-04,Abismo,redimida
9405,Randy Alvarez,Pereza,66,1838-02-28,Sector 7G,activa
9406,Jonathan Williams,Gula,0,1884-10-20,Sector 7G,en proceso de tortura
9407,Tonya Baker,Ira,95,1829-04-02,Sector 7G,redimida
9408,Brett Lewis,Gula,13,1889-12-29,Tierra,activa
9409,Jaime Robinson,Pereza,12,1872-06-04,Sector 7G,en proceso de tortura
9410,Christopher Sanchez,Gula,81,1859-11-30,Abismo,activa
9411,Courtney Foster,Pereza,72,1945-03-07,Sector 7G,activa
9412,Cheryl Barnes,Ira,78,1877-11-29,Pandemonium,activa
9413,Charlene Wolf,Avaricia,67,1920-06-21,Inframundo,redimida
9414,Susan Holland,Lujuria,59,1846-05-02,Sector 7G,activa
9415,Robert Livingston,Lujuria,80,1914-06-24,Sector 7G,en proceso de tortura
9416,Adam Sanders,Lujuria,34,1984-08-20,Limbo,redimida
9417,Paula Holmes,Ira,87,2014-03-07,Abismo,activa
9418,Jodi Patterson,Ira,44,1898-10-07,Abismo,redimida
9419,Ashley Bailey,Ira,50,1970-07-29,Sector 7G,activa
9420,Todd Schwartz,Pereza,7,1959-06-09,Limbo,en proceso de tortura
9421,Nathaniel Smith,Soberbia,66,1826-08-08,Pandemonium,activa
9422,Crystal Hamilton,Envidia,66,2011-06-06,Pandemonium,activa
9423,Beth Ortega,Ira,52,1935-08-09,Pandemonium,redimida
9424,Angie Russell,Pereza,86,1876-01-04,Inframundo,activa
9425,Hannah Ramirez,Avaricia,4,1978-02-06,Inframundo,activa
9426,Douglas Conner,Gula,85,1905-12-06,Pandemonium,redimida
9427,Patrick Lewis,Avaricia,51,1885-07-13,Inframundo,activa
9428,Margaret Watson,Lujuria,19,1997-09-16,Inframundo,activa
9429,Mandy Martinez,Pereza,15,1891-11-20,Sector 7G,activa
9430,Jeremy Martinez DVM,Soberbia,19,1953-04-18,Sector 7G,en proceso de tortura
9431,Robert Hunt,Gula,52,2017-07-11,Abismo,redimida
9432,Jason Lane,Soberbia,66,1884-05-01,Sector 7G,en proceso de tortura
9433,Lawrence Buck,Envidia,17,1974-03-31,Sector 7G,redimida
9434,Aaron Green,Avaricia,48,1927-11-05,Abismo,activa
9435,Lisa Ho,Envidia,48,1963-07-05,Sector 7G,en proceso de tortura
9436,John Li,Pereza,4,1930-04-26,Inframundo,redimida
9437,Tanner Webb,Envidia,23,1982-06-02,Inframundo,redimida
9438,Wesley Chavez,Gula,79,1838-06-10,Sector 7G,activa
9439,Michael Harmon,Gula,60,1896-10-19,Pandemonium,en proceso de tortura
9440,Kevin Sloan,Envidia,100,2007-12-07,Sector 7G,en proceso de tortura
9441,Edward Cowan,Lujuria,95,1961-11-16,Limbo,redimida
9442,Thomas Rodgers,Ira,70,1892-09-03,Sector 7G,en proceso de tortura
9443,Jose Ramirez,Soberbia,41,2021-10-14,Limbo,redimida
9444,James Whitaker,Soberbia,69,1840-12-30,Pandemonium,en proceso de tortura
9445,Cathy Rivera,Soberbia,16,1974-07-12,Pandemonium,en proceso de tortura
9446,Arthur Fernandez,Envidia,25,1881-01-14,Limbo,activa
9447,Joshua Smith,Envidia,46,1931-11-29,Tierra,en proceso de tortura
9448,Diane Burgess,Ira,89,1994-05-25,Pandemonium,en proceso de tortura
9449,Timothy Welch,Pereza,77,1832-10-30,Sector 7G,en proceso de tortura
9450,Robert Perez,Soberbia,65,1938-10-07,Abismo,en proceso de tortura
9451,Sue Walker,Envidia,35,2007-12-16,Inframundo,redimida
9452,Dakota Hatfield,Avaricia,92,2021-08-05,Abismo,redimida
9453,Benjamin Harper,Avaricia,63,1952-04-07,Abismo,en proceso de tortura
9454,Carla Diaz,Ira,39,1845-06-22,Limbo,redimida
9455,Joseph Walker,Ira,26,2023-02-28,Inframundo,en proceso de tortura
9456,Desiree Vance,Ira,18,1993-11-10,Sector 7G,activa
9457,Wendy Andersen,Ira,48,1827-09-21,Limbo,en proceso de tortura
9458,Keith Hopkins,Pereza,60,1953-08-26,Abismo,activa
9459,Richard Johnson,Avaricia,51,1990-05-10,Tierra,en proceso de tortura
9460,Emily Schaefer,Pereza,2,1919-06-10,Tierra,en proceso de tortura
9461,Todd Gonzalez,Gula,51,2012-07-21,Pandemonium,activa
9462,Ralph Ward,Envidia,67,1918-06-13,Pandemonium,redimida
9463,Carol Kent,Pereza,17,2010-01-07,Tierra,redimida
9464,Felicia Conner,Gula,0,1959-05-29,Abismo,en proceso de tortura
9465,Tammy Yu,Lujuria,22,1903-12-11,Abismo,en proceso de tortura
9466,Kyle Pugh,Pereza,60,1985-01-22,Inframundo,en proceso de tortura
9467,Patricia Yang,Gula,72,1841-12-30,Abismo,activa
9468,Kelli Reed,Avaricia,77,1952-12-20,Pandemonium,redimida
9469,Danny Williams,Envidia,20,1955-10-20,Tierra,redimida
9470,Samantha Walker,Envidia,59,1962-03-13,Limbo,en proceso de tortura
9471,Richard Foley,Lujuria,89,1972-02-11,Pandemonium,en proceso de tortura
9472,Joshua Mcneil,Lujuria,22,1922-06-21,Limbo,en proceso de tortura
9473,Michael Martinez,Envidia,46,1988-01-10,Inframundo,activa
9474,Calvin Walter,Envidia,0,1934-06-27,Pandemonium,activa
